右上経度,右上緯度,左下経度,左下緯度,メッシュあたり賦存量MJ/y
135.4074,34.7342,135.4047,34.732,3337238.892
135.4102,34.7343,135.4074,34.732,3004571.091
135.4129,34.7343,135.4101,34.732,2672959.378
135.4156,34.7343,135.4128,34.732,2444844.315
135.4183,34.7343,135.4156,34.732,2150195.691
135.4211,34.7343,135.4183,34.7321,2006567.688
135.4238,34.7343,135.421,34.7321,1916800.186
135.4265,34.7343,135.4238,34.7321,1831257.037
135.4293,34.7343,135.4265,34.7321,1831257.037
135.432,34.7344,135.4292,34.7321,1831257.037
135.4347,34.7344,135.432,34.7321,1831257.037
135.4375,34.7344,135.4347,34.7321,1831257.037
135.4402,34.7344,135.4374,34.7321,1831257.037
135.4429,34.7344,135.4402,34.7322,1831257.037
135.4457,34.7344,135.4429,34.7322,1831257.037
135.4484,34.7344,135.4456,34.7322,1831257.037
135.4511,34.7344,135.4483,34.7322,1831257.037
135.4538,34.7345,135.4511,34.7322,1831257.037
135.4566,34.7345,135.4538,34.7322,1824920.508
135.4593,34.7345,135.4565,34.7322,1809079.184
135.462,34.7345,135.4593,34.7322,1778452.625
135.4648,34.7345,135.462,34.7323,19247618.03
135.4675,34.7345,135.4647,34.7323,19000869.74
135.4702,34.7345,135.4675,34.7323,18458046.31
135.473,34.7345,135.4702,34.7323,18261382.94
135.4757,34.7346,135.4729,34.7323,18201256.84
135.4784,34.7346,135.4756,34.7323,18104559.52
135.4812,34.7346,135.4784,34.7323,18003585.39
135.4839,34.7346,135.4811,34.7323,17997608.39
135.4866,34.7346,135.4838,34.7324,16956927.88
135.4893,34.7346,135.4866,34.7324,16472934.89
135.4921,34.7346,135.4893,34.7324,15897164.39
135.4948,34.7346,135.492,34.7324,15431403.13
135.4975,34.7346,135.4948,34.7324,12247092.41
135.5003,34.7347,135.4975,34.7324,7005882.704
135.503,34.7347,135.5002,34.7324,2666345.626
135.5057,34.7347,135.503,34.7324,1287299.162
135.5085,34.7347,135.5057,34.7324,1266839.343
135.5112,34.7347,135.5084,34.7325,1442886.256
135.5139,34.7347,135.5111,34.7325,1539476.817
135.5166,34.7347,135.5139,34.7325,1643509.043
135.5194,34.7347,135.5166,34.7325,1619652.034
135.5221,34.7347,135.5193,34.7325,1543010.576
135.5248,34.7348,135.5221,34.7325,1603249.865
135.5276,34.7348,135.5248,34.7325,1629764.829
135.5303,34.7348,135.5275,34.7325,1681450.931
135.533,34.7348,135.5303,34.7325,1726783.513
135.5358,34.7348,135.533,34.7325,1739685.498
135.5385,34.7348,135.5357,34.7326,1789734.265
135.5412,34.7348,135.5384,34.7326,1852121.199
135.544,34.7348,135.5412,34.7326,1974713.003
135.5467,34.7348,135.5439,34.7326,1928402.059
135.5494,34.7349,135.5466,34.7326,1922168.087
135.5521,34.7349,135.5494,34.7326,1889805.015
135.5549,34.7349,135.5521,34.7326,1801654.447
135.5576,34.7349,135.5548,34.7326,1505897.276
135.5603,34.7349,135.5576,34.7326,1370549.789
135.5631,34.7349,135.5603,34.7326,1167272.02
135.5658,34.7349,135.563,34.7327,951533.5646
135.5685,34.7349,135.5658,34.7327,735357.2218
135.5713,34.7349,135.5685,34.7327,632785.426
135.574,34.7349,135.5712,34.7327,1806928.822
135.5767,34.735,135.5739,34.7327,156301.062
135.5795,34.735,135.5767,34.7327,58084.85413
135.5822,34.735,135.5794,34.7327,58084.85413
135.5849,34.735,135.5821,34.7327,22177.85339
135.5876,34.735,135.5849,34.7327,6336.529541
135.5931,34.735,135.5903,34.7328,6336.529541
135.5958,34.735,135.5931,34.7328,6336.529541
135.5986,34.735,135.5958,34.7328,6336.529541
135.6013,34.735,135.5985,34.7328,28514.38293
135.3938,34.7319,135.391,34.7297,3720598.929
135.3965,34.7319,135.3937,34.7297,3731159.811
135.3993,34.732,135.3965,34.7297,3664626.251
135.402,34.732,135.3992,34.7297,3649841.016
135.4047,34.732,135.4019,34.7297,3576970.926
135.4074,34.732,135.4047,34.7297,3438623.364
135.4102,34.732,135.4074,34.7298,3171433.035
135.4129,34.732,135.4101,34.7298,2874672.235
135.4156,34.732,135.4129,34.7298,2613818.436
135.4184,34.732,135.4156,34.7298,2318113.724
135.4211,34.7321,135.4183,34.7298,2091054.749
135.4238,34.7321,135.4211,34.7298,1937921.951
135.4266,34.7321,135.4238,34.7298,1831257.037
135.4293,34.7321,135.4265,34.7298,1831257.037
135.432,34.7321,135.4292,34.7299,1831257.037
135.4347,34.7321,135.432,34.7299,1831257.037
135.4375,34.7321,135.4347,34.7299,1831257.037
135.4402,34.7321,135.4374,34.7299,1831257.037
135.4429,34.7322,135.4402,34.7299,1831257.037
135.4457,34.7322,135.4429,34.7299,1831257.037
135.4484,34.7322,135.4456,34.7299,1831257.037
135.4511,34.7322,135.4484,34.7299,1831257.037
135.4539,34.7322,135.4511,34.73,1831257.037
135.4566,34.7322,135.4538,34.73,20807149.19
135.4593,34.7322,135.4565,34.73,20635703.89
135.4621,34.7322,135.4593,34.73,20556284.1
135.4648,34.7323,135.462,34.73,20288968.03
135.4675,34.7323,135.4647,34.73,19960603.88
135.4702,34.7323,135.4675,34.73,19711633.21
135.473,34.7323,135.4702,34.73,19562079.02
135.4757,34.7323,135.4729,34.7301,19381950.73
135.4784,34.7323,135.4757,34.7301,19203134.2
135.4812,34.7323,135.4784,34.7301,18893209.33
135.4839,34.7323,135.4811,34.7301,18179411.48
135.4866,34.7324,135.4839,34.7301,17840072.43
135.4894,34.7324,135.4866,34.7301,17433203.82
135.4921,34.7324,135.4893,34.7301,17060680.33
135.4948,34.7324,135.492,34.7301,16693241.58
135.4975,34.7324,135.4948,34.7301,13775155.54
135.5003,34.7324,135.4975,34.7302,8326875.483
135.503,34.7324,135.5002,34.7302,3382267.232
135.5057,34.7324,135.503,34.7302,1340696.509
135.5085,34.7324,135.5057,34.7302,1337917.082
135.5112,34.7325,135.5084,34.7302,1481102.301
135.5139,34.7325,135.5112,34.7302,1750850.97
135.5167,34.7325,135.5139,34.7302,1883993.893
135.5194,34.7325,135.5166,34.7302,1695488.217
135.5221,34.7325,135.5193,34.7302,1629803.708
135.5249,34.7325,135.5221,34.7303,1671774.13
135.5276,34.7325,135.5248,34.7303,1705144.648
135.5303,34.7325,135.5275,34.7303,1719796.725
135.533,34.7325,135.5303,34.7303,1796062.518
135.5358,34.7325,135.533,34.7303,1838814.872
135.5385,34.7326,135.5357,34.7303,1854770.44
135.5412,34.7326,135.5385,34.7303,1855580.612
135.544,34.7326,135.5412,34.7303,1871824.354
135.5467,34.7326,135.5439,34.7303,1936678.728
135.5494,34.7326,135.5467,34.7303,1872245.657
135.5522,34.7326,135.5494,34.7304,1758386.886
135.5549,34.7326,135.5521,34.7304,1549595.902
135.5576,34.7326,135.5548,34.7304,1121831.547
135.5603,34.7326,135.5576,34.7304,892204.0312
135.5631,34.7326,135.5603,34.7304,779238.056
135.5658,34.7327,135.563,34.7304,726133.7812
135.5685,34.7327,135.5658,34.7304,653290.4456
135.5713,34.7327,135.5685,34.7304,422724.9332
135.574,34.7327,135.5712,34.7304,286428.8122
135.5767,34.7327,135.574,34.7304,2228367.2
135.5795,34.7327,135.5767,34.7305,45411.79504
135.5822,34.7327,135.5794,34.7305,43299.61853
135.5849,34.7327,135.5821,34.7305,6336.529541
135.3938,34.7297,135.391,34.7274,4009967.111
135.3965,34.7297,135.3938,34.7274,3798749.46
135.3993,34.7297,135.3965,34.7274,3705813.693
135.402,34.7297,135.3992,34.7275,3656177.545
135.4047,34.7297,135.402,34.7275,3628719.25
135.4075,34.7297,135.4047,34.7275,3527334.778
135.4102,34.7298,135.4074,34.7275,3293939.273
135.4129,34.7298,135.4101,34.7275,3043646.356
135.4157,34.7298,135.4129,34.7275,2790185.175
135.4184,34.7298,135.4156,34.7275,2469134.344
135.4211,34.7298,135.4183,34.7276,2140690.897
135.4238,34.7298,135.4211,34.7276,1962211.981
135.4266,34.7298,135.4238,34.7276,1831257.037
135.4293,34.7298,135.4265,34.7276,1831257.037
135.432,34.7299,135.4293,34.7276,1831257.037
135.4348,34.7299,135.432,34.7276,1831257.037
135.4375,34.7299,135.4347,34.7276,1831257.037
135.4402,34.7299,135.4375,34.7276,1831257.037
135.443,34.7299,135.4402,34.7277,1831257.037
135.4457,34.7299,135.4429,34.7277,1831257.037
135.4484,34.7299,135.4456,34.7277,1831257.037
135.4511,34.7299,135.4484,34.7277,1831257.037
135.4539,34.73,135.4511,34.7277,21946104.59
135.4566,34.73,135.4538,34.7277,21734574.96
135.4593,34.73,135.4566,34.7277,21547106.44
135.4621,34.73,135.4593,34.7277,21325409.3
135.4648,34.73,135.462,34.7277,21178963.36
135.4675,34.73,135.4648,34.7278,21011238.89
135.4703,34.73,135.4675,34.7278,20764512.98
135.473,34.73,135.4702,34.7278,20554802.61
135.4757,34.7301,135.4729,34.7278,20317633.95
135.4784,34.7301,135.4757,34.7278,20077224.71
135.4812,34.7301,135.4784,34.7278,19739835.37
135.4839,34.7301,135.4811,34.7278,18966522
135.4866,34.7301,135.4839,34.7278,18811973.2
135.4894,34.7301,135.4866,34.7279,18710364.42
135.4921,34.7301,135.4893,34.7279,18497348.95
135.4948,34.7301,135.4921,34.7279,18227514.08
135.4976,34.7301,135.4948,34.7279,15091425.99
135.5003,34.7302,135.4975,34.7279,9083478.025
135.503,34.7302,135.5002,34.7279,3634304.122
135.5058,34.7302,135.503,34.7279,1361776.015
135.5085,34.7302,135.5057,34.7279,1350002.542
135.5112,34.7302,135.5084,34.7279,1606389.452
135.5139,34.7302,135.5112,34.728,1759988.814
135.5167,34.7302,135.5139,34.728,1906421.074
135.5194,34.7302,135.5166,34.728,1888854.925
135.5221,34.7302,135.5194,34.728,1760852.932
135.5249,34.7303,135.5221,34.728,1703130.162
135.5276,34.7303,135.5248,34.728,1730763.436
135.5303,34.7303,135.5276,34.728,1724031.278
135.5331,34.7303,135.5303,34.728,1720273.49
135.5358,34.7303,135.533,34.728,1759576.195
135.5385,34.7303,135.5357,34.7281,1816576.283
135.5412,34.7303,135.5385,34.7281,1905592.424
135.544,34.7303,135.5412,34.7281,2037172.329
135.5467,34.7303,135.5439,34.7281,1949031.523
135.5494,34.7303,135.5467,34.7281,1737529.515
135.5522,34.7304,135.5494,34.7281,1313487.042
135.5549,34.7304,135.5521,34.7281,1011436.037
135.5576,34.7304,135.5549,34.7281,719834.2064
135.5604,34.7304,135.5576,34.7281,581813.2608
135.5631,34.7304,135.5603,34.7281,444348.2941
135.5658,34.7304,135.563,34.7282,442453.7934
135.5686,34.7304,135.5658,34.7282,496276.9022
135.5713,34.7304,135.5685,34.7282,546086.5436
135.574,34.7304,135.5712,34.7282,329859.6656
135.5767,34.7304,135.574,34.7282,383120.4428
135.5795,34.7305,135.5767,34.7282,2876608.874
135.5822,34.7305,135.5794,34.7282,6839169.823
135.6013,34.7305,135.5985,34.7283,28514.38293
135.3938,34.7274,135.3911,34.7252,4250755.234
135.3966,34.7274,135.3938,34.7252,3906470.462
135.3993,34.7274,135.3965,34.7252,3745945.047
135.402,34.7275,135.3992,34.7252,3662514.075
135.4047,34.7275,135.402,34.7252,3662514.075
135.4075,34.7275,135.4047,34.7252,3580139.191
135.4102,34.7275,135.4074,34.7252,3395323.746
135.4129,34.7275,135.4102,34.7253,3137638.211
135.4157,34.7275,135.4129,34.7253,2873616.147
135.4184,34.7275,135.4156,34.7253,2559957.935
135.4211,34.7275,135.4184,34.7253,2196663.574
135.4239,34.7276,135.4211,34.7253,1911519.745
135.4266,34.7276,135.4238,34.7253,1831257.037
135.4293,34.7276,135.4265,34.7253,1831257.037
135.432,34.7276,135.4293,34.7253,1831257.037
135.4348,34.7276,135.432,34.7254,1831257.037
135.4375,34.7276,135.4347,34.7254,1831257.037
135.4402,34.7276,135.4375,34.7254,1831257.037
135.443,34.7277,135.4402,34.7254,1831257.037
135.4457,34.7277,135.4429,34.7254,1831257.037
135.4484,34.7277,135.4457,34.7254,1831257.037
135.4512,34.7277,135.4484,34.7254,22299768.78
135.4539,34.7277,135.4511,34.7254,21859224.53
135.4566,34.7277,135.4538,34.7255,21725841.85
135.4594,34.7277,135.4566,34.7255,21579945.74
135.4621,34.7277,135.4593,34.7255,21413971.77
135.4648,34.7277,135.462,34.7255,21462501.36
135.4675,34.7278,135.4648,34.7255,21510397.68
135.4703,34.7278,135.4675,34.7255,21408196.1
135.473,34.7278,135.4702,34.7255,21292044.57
135.4757,34.7278,135.473,34.7255,21122909.6
135.4785,34.7278,135.4757,34.7256,20929828.78
135.4812,34.7278,135.4784,34.7256,20695761.9
135.4839,34.7278,135.4812,34.7256,19964685.34
135.4867,34.7278,135.4839,34.7256,19848432.91
135.4894,34.7279,135.4866,34.7256,19888455.15
135.4921,34.7279,135.4893,34.7256,19807494.65
135.4948,34.7279,135.4921,34.7256,19567860.52
135.4976,34.7279,135.4948,34.7256,16766205.14
135.5003,34.7279,135.4975,34.7256,10612663.93
135.503,34.7279,135.5003,34.7257,4423871.622
135.5058,34.7279,135.503,34.7257,1687036.101
135.5085,34.7279,135.5057,34.7257,1631385.173
135.5112,34.7279,135.5085,34.7257,1656379.408
135.514,34.728,135.5112,34.7257,1795791.334
135.5167,34.728,135.5139,34.7257,1863045.652
135.5194,34.728,135.5166,34.7257,1840003.681
135.5221,34.728,135.5194,34.7257,1800445.297
135.5249,34.728,135.5221,34.7257,1802284.804
135.5276,34.728,135.5248,34.7258,1796556.275
135.5303,34.728,135.5276,34.7258,1775567.231
135.5331,34.728,135.5303,34.7258,1793212.593
135.5358,34.728,135.533,34.7258,1792727.55
135.5385,34.7281,135.5358,34.7258,1841464.112
135.5413,34.7281,135.5385,34.7258,1944895.129
135.544,34.7281,135.5412,34.7258,2057278.34
135.5467,34.7281,135.5439,34.7258,1654692.962
135.5495,34.7281,135.5467,34.7258,1367064.672
135.5522,34.7281,135.5494,34.7258,1308063.21
135.5549,34.7281,135.5521,34.7259,865805.2045
135.5576,34.7281,135.5549,34.7259,477031.598
135.5604,34.7281,135.5576,34.7259,464089.279
135.5631,34.7281,135.5603,34.7259,319416.875
135.5658,34.7282,135.5631,34.7259,334094.2193
135.5686,34.7282,135.5658,34.7259,408923.3628
135.5713,34.7282,135.5685,34.7259,457624.4568
135.574,34.7282,135.5713,34.7259,549536.1929
135.5768,34.7282,135.574,34.7259,412566.4693
135.5795,34.7282,135.5767,34.7259,435253.1462
135.5822,34.7282,135.5794,34.726,3495332.536
135.5849,34.7282,135.5822,34.726,7483239.603
135.6013,34.7283,135.5986,34.726,28514.38293
135.3938,34.7252,135.3911,34.7229,4565469.534
135.3966,34.7252,135.3938,34.7229,4077556.76
135.3993,34.7252,135.3965,34.7229,3879012.167
135.402,34.7252,135.3993,34.723,3724823.282
135.4048,34.7252,135.402,34.723,3667794.516
135.4075,34.7252,135.4047,34.723,3628719.25
135.4102,34.7252,135.4074,34.723,3463969.482
135.413,34.7253,135.4102,34.723,3245359.213
135.4157,34.7253,135.4129,34.723,2914803.589
135.4184,34.7253,135.4156,34.723,2554677.493
135.4211,34.7253,135.4184,34.723,2137522.632
135.4239,34.7253,135.4211,34.7231,1923136.716
135.4266,34.7253,135.4238,34.7231,1861883.597
135.4293,34.7253,135.4266,34.7231,1832313.126
135.4321,34.7253,135.4293,34.7231,1831257.037
135.4348,34.7254,135.432,34.7231,1831257.037
135.4375,34.7254,135.4348,34.7231,1831257.037
135.4403,34.7254,135.4375,34.7231,1831257.037
135.443,34.7254,135.4402,34.7231,1831257.037
135.4457,34.7254,135.4429,34.7232,1831257.037
135.4484,34.7254,135.4457,34.7232,22478534.25
135.4512,34.7254,135.4484,34.7232,22176911.65
135.4539,34.7254,135.4511,34.7232,22277819.52
135.4566,34.7255,135.4539,34.7232,22147202.58
135.4594,34.7255,135.4566,34.7232,22001682.25
135.4621,34.7255,135.4593,34.7232,21873974.89
135.4648,34.7255,135.4621,34.7232,21782341.1
135.4676,34.7255,135.4648,34.7233,21846929.8
135.4703,34.7255,135.4675,34.7233,21806953.12
135.473,34.7255,135.4702,34.7233,21736793.29
135.4757,34.7255,135.473,34.7233,21707294.98
135.4785,34.7256,135.4757,34.7233,21666553.06
135.4812,34.7256,135.4784,34.7233,21382425.84
135.4839,34.7256,135.4812,34.7233,20863156.24
135.4867,34.7256,135.4839,34.7233,20778598.5
135.4894,34.7256,135.4866,34.7233,20763907.19
135.4921,34.7256,135.4894,34.7234,20663266.41
135.4949,34.7256,135.4921,34.7234,20522507.04
135.4976,34.7256,135.4948,34.7234,18476979.3
135.5003,34.7256,135.4975,34.7234,14540780.81
135.503,34.7257,135.5003,34.7234,8982022.949
135.5058,34.7257,135.503,34.7234,3632142.186
135.5085,34.7257,135.5057,34.7234,2156983.22
135.5112,34.7257,135.5085,34.7234,1731843.306
135.514,34.7257,135.5112,34.7234,1813163.588
135.5167,34.7257,135.5139,34.7235,1856330.485
135.5194,34.7257,135.5167,34.7235,1745134.566
135.5222,34.7257,135.5194,34.7235,1683953.87
135.5249,34.7257,135.5221,34.7235,1763906.515
135.5276,34.7258,135.5248,34.7235,1828651.542
135.5304,34.7258,135.5276,34.7235,1815486.213
135.5331,34.7258,135.5303,34.7235,1820933.794
135.5358,34.7258,135.533,34.7235,1830613.569
135.5385,34.7258,135.5358,34.7235,1901280.581
135.5413,34.7258,135.5385,34.7236,2021467.574
135.544,34.7258,135.5412,34.7236,1981814.442
135.5467,34.7258,135.544,34.7236,1900982.144
135.5495,34.7258,135.5467,34.7236,1771797.226
135.5522,34.7258,135.5494,34.7236,1260628.652
135.5549,34.7259,135.5522,34.7236,995294.8204
135.5577,34.7259,135.5549,34.7236,508510.5878
135.5604,34.7259,135.5576,34.7236,213826.5267
135.5631,34.7259,135.5603,34.7236,52917.17031
135.5658,34.7259,135.5631,34.7236,126656.2438
135.5686,34.7259,135.5658,34.7237,260519.9249
135.5713,34.7259,135.5685,34.7237,336476.0932
135.574,34.7259,135.5713,34.7237,509969.0948
135.5768,34.7259,135.574,34.7237,566062.8065
135.5795,34.7259,135.5767,34.7237,472372.7376
135.5822,34.726,135.5795,34.7237,480196.4522
135.585,34.726,135.5822,34.7237,4137493.36
135.5877,34.726,135.5849,34.7237,8125400.427
135.3939,34.7229,135.3911,34.7207,5066055.368
135.3966,34.7229,135.3938,34.7207,4404944.119
135.3993,34.7229,135.3965,34.7207,4072276.318
135.402,34.723,135.3993,34.7207,3782908.136
135.4048,34.723,135.402,34.7207,3708981.958
135.4075,34.723,135.4047,34.7207,3668850.604
135.4102,34.723,135.4075,34.7207,3533671.307
135.413,34.723,135.4102,34.7208,3265424.89
135.4157,34.723,135.4129,34.7208,2864111.353
135.4184,34.723,135.4157,34.7208,2422666.461
135.4212,34.723,135.4184,34.7208,2044586.865
135.4239,34.7231,135.4211,34.7208,1876668.832
135.4266,34.7231,135.4238,34.7208,1869276.215
135.4293,34.7231,135.4266,34.7208,1832313.126
135.4321,34.7231,135.4293,34.7208,1831257.037
135.4348,34.7231,135.432,34.7209,1831257.037
135.4375,34.7231,135.4348,34.7209,1831257.037
135.4403,34.7231,135.4375,34.7209,1831257.037
135.443,34.7231,135.4402,34.7209,1831257.037
135.4457,34.7232,135.443,34.7209,22659948.97
135.4485,34.7232,135.4457,34.7209,22650625.89
135.4512,34.7232,135.4484,34.7209,22748426.07
135.4539,34.7232,135.4511,34.7209,22828959.22
135.4567,34.7232,135.4539,34.721,22753457.75
135.4594,34.7232,135.4566,34.721,22746626.1
135.4621,34.7232,135.4593,34.721,22601181.98
135.4648,34.7232,135.4621,34.721,22459235.17
135.4676,34.7233,135.4648,34.721,22461132.7
135.4703,34.7233,135.4675,34.721,22341825.34
135.473,34.7233,135.4703,34.721,22376477.73
135.4758,34.7233,135.473,34.721,22389288.35
135.4785,34.7233,135.4757,34.721,22306786.13
135.4812,34.7233,135.4784,34.7211,22016015.15
135.484,34.7233,135.4812,34.7211,21474266.46
135.4867,34.7233,135.4839,34.7211,21448206.2
135.4894,34.7233,135.4866,34.7211,21436404.63
135.4921,34.7234,135.4894,34.7211,21291989.39
135.4949,34.7234,135.4921,34.7211,21165088.73
135.4976,34.7234,135.4948,34.7211,20147554.9
135.5003,34.7234,135.4976,34.7211,17954758.58
135.5031,34.7234,135.5003,34.7212,13587827.84
135.5058,34.7234,135.503,34.7212,6974589.525
135.5085,34.7234,135.5057,34.7212,2488613.379
135.5113,34.7234,135.5085,34.7212,1797339.255
135.514,34.7234,135.5112,34.7212,1813455.173
135.5167,34.7235,135.5139,34.7212,1827192.597
135.5194,34.7235,135.5167,34.7212,1753055.971
135.5222,34.7235,135.5194,34.7212,1804477.68
135.5249,34.7235,135.5221,34.7212,1835887.22
135.5276,34.7235,135.5249,34.7212,1795853.556
135.5304,34.7235,135.5276,34.7213,1769143.211
135.5331,34.7235,135.5303,34.7213,1765957.956
135.5358,34.7235,135.5331,34.7213,1778585.783
135.5386,34.7235,135.5358,34.7213,1922349.887
135.5413,34.7236,135.5385,34.7213,2043820.407
135.544,34.7236,135.5412,34.7213,1586062.761
135.5467,34.7236,135.544,34.7213,1674839.308
135.5495,34.7236,135.5467,34.7213,1352360.105
135.5522,34.7236,135.5494,34.7213,910900.1467
135.5549,34.7236,135.5522,34.7214,711043.3492
135.5577,34.7236,135.5549,34.7214,479590.3756
135.5604,34.7236,135.5576,34.7214,184643.4073
135.5631,34.7236,135.5604,34.7214,-4170.40739
135.5659,34.7236,135.5631,34.7214,32219.71178
135.5686,34.7237,135.5658,34.7214,168792.3203
135.5713,34.7237,135.5685,34.7214,247213.5977
135.574,34.7237,135.5713,34.7214,397216.9781
135.5768,34.7237,135.574,34.7214,472372.7376
135.5795,34.7237,135.5767,34.7214,546419.9498
135.5822,34.7237,135.5795,34.7214,582273.0049
135.585,34.7237,135.5822,34.7215,792547.5264
135.5877,34.7237,135.5849,34.7215,4780454.593
135.5904,34.7237,135.5877,34.7215,8768361.66
135.3939,34.7207,135.3911,34.7184,5066055.368
135.3966,34.7207,135.3938,34.7184,4404944.119
135.3993,34.7207,135.3966,34.7184,4072276.318
135.4021,34.7207,135.3993,34.7184,3782908.136
135.4048,34.7207,135.402,34.7185,3708981.958
135.4075,34.7207,135.4048,34.7185,3668850.604
135.4103,34.7207,135.4075,34.7185,3533671.307
135.413,34.7207,135.4102,34.7185,3265424.89
135.4157,34.7208,135.4129,34.7185,2864111.353
135.4184,34.7208,135.4157,34.7185,2422666.461
135.4212,34.7208,135.4184,34.7185,2044586.865
135.4239,34.7208,135.4211,34.7185,1876668.832
135.4266,34.7208,135.4239,34.7186,1869276.215
135.4294,34.7208,135.4266,34.7186,1832313.126
135.4321,34.7208,135.4293,34.7186,1831257.037
135.4348,34.7209,135.4321,34.7186,1831257.037
135.4376,34.7209,135.4348,34.7186,1831257.037
135.4403,34.7209,135.4375,34.7186,22683799.65
