右上経度,右上緯度,左下経度,左下緯度,メッシュあたり賦存量MJ/y
135.5361,34.6717,135.5333,34.6694,1560391.513
135.5388,34.6717,135.5361,34.6695,1003667.785
135.5416,34.6717,135.5388,34.6695,-193702.0072
135.5443,34.6717,135.5415,34.6695,-309084.887
135.547,34.6717,135.5443,34.6695,16759.38708
135.5498,34.6718,135.547,34.6695,203504.7702
135.5525,34.6718,135.5497,34.6695,520267.5076
135.5552,34.6718,135.5524,34.6695,981142.3068
135.5579,34.6718,135.5552,34.6695,1071578.719
135.5607,34.6718,135.5579,34.6695,3249319.613
135.5634,34.6718,135.5606,34.6695,5900530.653
135.5661,34.6718,135.5634,34.6696,8288317.62
135.5689,34.6718,135.5661,34.6696,9607770.53
135.5716,34.6718,135.5688,34.6696,10872005.47
135.5743,34.6718,135.5715,34.6696,12075706.1
135.577,34.6718,135.5743,34.6696,12439652.2
135.5798,34.6719,135.577,34.6696,12792375.3
135.5825,34.6719,135.5797,34.6696,13260226.45
135.5852,34.6719,135.5825,34.6696,14926218.71
135.588,34.6719,135.5852,34.6696,16647927.97
135.5907,34.6719,135.5879,34.6696,18571672.29
135.5934,34.6719,135.5906,34.6697,18983660.74
135.5961,34.6719,135.5934,34.6697,19587303.31
135.5989,34.6719,135.5961,34.6697,20694561.03
135.6016,34.6719,135.5988,34.6697,2489200.021
135.3915,34.6688,135.3888,34.6666,5496939.377
135.3943,34.6688,135.3915,34.6666,29298946.43
135.397,34.6688,135.3942,34.6666,29117022.24
135.3997,34.6688,135.3969,34.6666,28743566.05
135.4024,34.6689,135.3997,34.6666,28286327.35
135.4052,34.6689,135.4024,34.6666,27801848.03
135.4079,34.6689,135.4051,34.6666,27712738.93
135.4106,34.6689,135.4079,34.6666,27539983.45
135.4134,34.6689,135.4106,34.6667,27064378.19
135.4161,34.6689,135.4133,34.6667,26437944.53
135.4188,34.6689,135.416,34.6667,25994048.35
135.4215,34.669,135.4188,34.6667,25764861.03
135.4243,34.669,135.4215,34.6667,25612699.93
135.427,34.669,135.4242,34.6667,25351835.67
135.4297,34.669,135.4269,34.6667,25155522.24
135.4325,34.669,135.4297,34.6668,25003726.55
135.4352,34.669,135.4324,34.6668,24986637.74
135.4379,34.669,135.4351,34.6668,25009971.9
135.4406,34.669,135.4379,34.6668,25044980.01
135.4434,34.6691,135.4406,34.6668,25130377.64
135.4461,34.6691,135.4433,34.6668,25202271.01
135.4488,34.6691,135.446,34.6668,25297151.82
135.4515,34.6691,135.4488,34.6668,25335063.27
135.4543,34.6691,135.4515,34.6669,25406724.5
135.457,34.6691,135.4542,34.6669,25749650.34
135.4597,34.6691,135.457,34.6669,25922142.16
135.4625,34.6691,135.4597,34.6669,26012434.3
135.4652,34.6692,135.4624,34.6669,26147698.71
135.4679,34.6692,135.4651,34.6669,26341290.58
135.4706,34.6692,135.4679,34.6669,27098879.99
135.4734,34.6692,135.4706,34.6669,27288292.27
135.4761,34.6692,135.4733,34.6669,27183987.46
135.4788,34.6692,135.4761,34.667,24285058.12
135.4816,34.6692,135.4788,34.667,12084627.32
135.4843,34.6692,135.4815,34.667,6920421.535
135.487,34.6692,135.4842,34.667,5936675.935
135.4897,34.6693,135.487,34.667,5612997.783
135.4925,34.6693,135.4897,34.667,5432138.918
135.4952,34.6693,135.4924,34.667,5200720.944
135.4979,34.6693,135.4952,34.667,3525924.882
135.5007,34.6693,135.4979,34.6671,1773214.442
135.5034,34.6693,135.5006,34.6671,847376.924
135.5061,34.6693,135.5033,34.6671,743095.3705
135.5088,34.6693,135.5061,34.6671,554040.5056
135.5116,34.6693,135.5088,34.6671,263365.4525
135.5143,34.6694,135.5115,34.6671,263440.8177
135.517,34.6694,135.5143,34.6671,365578.1062
135.5198,34.6694,135.517,34.6671,517444.3363
135.5225,34.6694,135.5197,34.6671,560538.3729
135.5252,34.6694,135.5224,34.6672,963613.69
135.5279,34.6694,135.5252,34.6672,1103999.549
135.5307,34.6694,135.5279,34.6672,1081528.624
135.5334,34.6694,135.5306,34.6672,929376.1126
135.5361,34.6694,135.5334,34.6672,986674.1383
135.5389,34.6695,135.5361,34.6672,719761.8142
135.5416,34.6695,135.5388,34.6672,-69507.89947
135.5443,34.6695,135.5415,34.6672,-384382.0821
135.547,34.6695,135.5443,34.6672,-216981.1803
135.5498,34.6695,135.547,34.6672,-11340.88994
135.5525,34.6695,135.5497,34.6673,670340.7756
135.5552,34.6695,135.5525,34.6673,1445737.302
135.558,34.6695,135.5552,34.6673,2648427.021
135.5607,34.6695,135.5579,34.6673,5610007.84
135.5634,34.6695,135.5606,34.6673,7346500.617
135.5661,34.6696,135.5634,34.6673,8826904.988
135.5689,34.6696,135.5661,34.6673,10089280.55
135.5716,34.6696,135.5688,34.6673,12031950.51
135.5743,34.6696,135.5716,34.6673,12833124.69
135.5771,34.6696,135.5743,34.6673,13456258.84
135.5798,34.6696,135.577,34.6674,13901917.7
135.5825,34.6696,135.5797,34.6674,14142269.35
135.5852,34.6696,135.5825,34.6674,15769186.34
135.588,34.6696,135.5852,34.6674,17492207.37
135.5907,34.6696,135.5879,34.6674,19116033.79
135.5934,34.6697,135.5907,34.6674,19488946.97
135.5962,34.6697,135.5934,34.6674,20089621.68
135.5989,34.6697,135.5961,34.6674,21208313.51
135.6016,34.6697,135.5988,34.6674,3253807.919
135.3915,34.6666,135.3888,34.6643,5482154.141
135.3943,34.6666,135.3915,34.6643,29361312.65
135.397,34.6666,135.3942,34.6643,29159361.06
135.3997,34.6666,135.397,34.6643,28776135.95
135.4025,34.6666,135.3997,34.6644,28196132.29
135.4052,34.6666,135.4024,34.6644,27589369.8
135.4079,34.6666,135.4051,34.6644,27597625.31
135.4106,34.6666,135.4079,34.6644,27226325.24
135.4134,34.6667,135.4106,34.6644,26598643.27
135.4161,34.6667,135.4133,34.6644,26111613.26
135.4188,34.6667,135.4161,34.6644,25944412.2
135.4216,34.6667,135.4188,34.6644,25766973.21
135.4243,34.6667,135.4215,34.6645,25596858.61
135.427,34.6667,135.4242,34.6645,25406752.26
135.4297,34.6667,135.427,34.6645,25338225.51
135.4325,34.6668,135.4297,34.6645,25333226.09
135.4352,34.6668,135.4324,34.6645,25346763.84
135.4379,34.6668,135.4351,34.6645,25378546.7
135.4407,34.6668,135.4379,34.6645,25442069.2
135.4434,34.6668,135.4406,34.6646,25536971.62
135.4461,34.6668,135.4433,34.6646,25634211.1
135.4488,34.6668,135.4461,34.6646,25692128.82
135.4516,34.6668,135.4488,34.6646,25593804.89
135.4543,34.6669,135.4515,34.6646,25646456.53
135.457,34.6669,135.4542,34.6646,25880605.28
135.4597,34.6669,135.457,34.6646,25974495.01
135.4625,34.6669,135.4597,34.6646,26045596
135.4652,34.6669,135.4624,34.6646,26175782
135.4679,34.6669,135.4652,34.6647,26403971.37
135.4707,34.6669,135.4679,34.6647,26790638.6
135.4734,34.6669,135.4706,34.6647,27208211.63
135.4761,34.6669,135.4733,34.6647,27310047.3
135.4788,34.667,135.4761,34.6647,24067550.3
135.4816,34.667,135.4788,34.6647,9678673.979
135.4843,34.667,135.4815,34.6647,6353201.008
135.487,34.667,135.4843,34.6647,5991713.996
135.4898,34.667,135.487,34.6648,5752923.4
135.4925,34.667,135.4897,34.6648,5280897.618
135.4952,34.667,135.4924,34.6648,4102116.049
135.4979,34.667,135.4952,34.6648,2266318.244
135.5007,34.6671,135.4979,34.6648,1096728.434
135.5034,34.6671,135.5006,34.6648,613233.4696
135.5061,34.6671,135.5034,34.6648,375773.5248
135.5089,34.6671,135.5061,34.6648,243183.1701
135.5116,34.6671,135.5088,34.6648,63183.52543
135.5143,34.6671,135.5115,34.6649,-46340.02814
135.517,34.6671,135.5143,34.6649,147146.6648
135.5198,34.6671,135.517,34.6649,544990.1209
135.5225,34.6671,135.5197,34.6649,556295.5425
135.5252,34.6672,135.5225,34.6649,694531.8332
135.528,34.6672,135.5252,34.6649,1208368.593
135.5307,34.6672,135.5279,34.6649,948112.5933
135.5334,34.6672,135.5306,34.6649,1059042.632
135.5361,34.6672,135.5334,34.6649,1307815.869
135.5389,34.6672,135.5361,34.6649,792751.4516
135.5416,34.6672,135.5388,34.665,234566.2745
135.5443,34.6672,135.5416,34.665,-17848.98878
135.5471,34.6672,135.5443,34.665,-316046.408
135.5498,34.6672,135.547,34.665,-148221.5015
135.5525,34.6673,135.5497,34.665,1457064.717
135.5552,34.6673,135.5525,34.665,3108405.331
135.558,34.6673,135.5552,34.665,6100352.995
135.5607,34.6673,135.5579,34.665,7925655.823
135.5634,34.6673,135.5607,34.665,9823239.406
135.5662,34.6673,135.5634,34.665,10597362.31
135.5689,34.6673,135.5661,34.6651,11270091.68
135.5716,34.6673,135.5688,34.6651,13247515.72
135.5743,34.6673,135.5716,34.6651,13674165
135.5771,34.6673,135.5743,34.6651,14364836.34
135.5798,34.6674,135.577,34.6651,14426334.75
135.5825,34.6674,135.5797,34.6651,15028792.28
135.5853,34.6674,135.5825,34.6651,16786408.54
135.588,34.6674,135.5852,34.6651,18462961.68
135.5907,34.6674,135.5879,34.6651,19676236.61
135.5934,34.6674,135.5907,34.6651,19893104.42
135.5962,34.6674,135.5934,34.6652,20719418.6
135.5989,34.6674,135.5961,34.6652,3399548.099
135.6016,34.6674,135.5988,34.6652,3506213.013
135.3916,34.6643,135.3888,34.662,5475817.612
135.3943,34.6643,135.3915,34.6621,29385602.68
135.397,34.6643,135.3942,34.6621,29223782.44
135.3997,34.6643,135.397,34.6621,28855342.57
135.4025,34.6644,135.3997,34.6621,28696718.12
135.4052,34.6644,135.4024,34.6621,27681249.48
135.4079,34.6644,135.4052,34.6621,27408616.27
135.4107,34.6644,135.4079,34.6621,26886003.39
135.4134,34.6644,135.4106,34.6622,26238006.68
135.4161,34.6644,135.4133,34.6622,25910498.46
135.4188,34.6644,135.4161,34.6622,25842215.7
135.4216,34.6644,135.4188,34.6622,25883234.45
135.4243,34.6645,135.4215,34.6622,25895633.14
135.427,34.6645,135.4243,34.6622,25844459.07
135.4298,34.6645,135.427,34.6622,25843301.46
135.4325,34.6645,135.4297,34.6622,25817259.49
135.4352,34.6645,135.4324,34.6623,25823501.87
135.4379,34.6645,135.4352,34.6623,25843863.61
135.4407,34.6645,135.4379,34.6623,25878071.31
135.4434,34.6646,135.4406,34.6623,25968007.29
135.4461,34.6646,135.4433,34.6623,25992132.72
135.4489,34.6646,135.4461,34.6623,26006904.58
135.4516,34.6646,135.4488,34.6623,25822260.52
135.4543,34.6646,135.4515,34.6623,25821977.41
135.457,34.6646,135.4543,34.6624,26033899.75
135.4598,34.6646,135.457,34.6624,26086710.29
135.4625,34.6646,135.4597,34.6624,26176610.31
135.4652,34.6646,135.4624,34.6624,26278718.16
135.4679,34.6647,135.4652,34.6624,26494427.79
135.4707,34.6647,135.4679,34.6624,26700907.07
135.4734,34.6647,135.4706,34.6624,27412009.59
135.4761,34.6647,135.4734,34.6624,27376829.97
135.4789,34.6647,135.4761,34.6625,24277517.87
135.4816,34.6647,135.4788,34.6625,8065544.689
135.4843,34.6647,135.4815,34.6625,5862794.99
135.487,34.6647,135.4843,34.6625,6093382.796
135.4898,34.6648,135.487,34.6625,5539652.353
135.4925,34.6648,135.4897,34.6625,4081858.34
135.4952,34.6648,135.4925,34.6625,2412297.518
135.498,34.6648,135.4952,34.6625,1080646.06
135.5007,34.6648,135.4979,34.6625,434919.7708
135.5034,34.6648,135.5006,34.6626,186186.462
135.5061,34.6648,135.5034,34.6626,111364.1087
135.5089,34.6648,135.5061,34.6626,-23169.79532
135.5116,34.6648,135.5088,34.6626,-78261.36447
135.5143,34.6649,135.5116,34.6626,4630.182253
135.5171,34.6649,135.5143,34.6626,279900.312
135.5198,34.6649,135.517,34.6626,542215.9981
135.5225,34.6649,135.5197,34.6626,508271.4617
135.5252,34.6649,135.5225,34.6626,1256605.015
135.528,34.6649,135.5252,34.6627,1125247.683
135.5307,34.6649,135.5279,34.6627,953026.0841
135.5334,34.6649,135.5307,34.6627,984282.5012
135.5362,34.6649,135.5334,34.6627,862822.151
135.5389,34.6649,135.5361,34.6627,471684.0681
135.5416,34.665,135.5388,34.6627,385687.528
135.5443,34.665,135.5416,34.6627,319118.937
135.5471,34.665,135.5443,34.6627,29601.07326
135.5498,34.665,135.547,34.6627,253681.1305
135.5525,34.665,135.5498,34.6627,2451533.004
135.5553,34.665,135.5525,34.6628,5777438.459
135.558,34.665,135.5552,34.6628,8372427.621
135.5607,34.665,135.5579,34.6628,10089860.3
135.5634,34.665,135.5607,34.6628,11282409.71
135.5662,34.665,135.5634,34.6628,11836415.99
135.5689,34.6651,135.5661,34.6628,13369662.81
135.5716,34.6651,135.5688,34.6628,14019109.89
135.5743,34.6651,135.5716,34.6628,14723510.37
135.5771,34.6651,135.5743,34.6628,15116364.82
135.5798,34.6651,135.577,34.6628,15145924.91
135.5825,34.6651,135.5798,34.6629,15998490.51
135.5853,34.6651,135.5825,34.6629,17684548.44
135.588,34.6651,135.5852,34.6629,19357507.21
135.5907,34.6651,135.5879,34.6629,20126606.26
135.5934,34.6651,135.5907,34.6629,20456475.51
135.5962,34.6652,135.5934,34.6629,21945104.97
135.5989,34.6652,135.5961,34.6629,3546344.366
135.6016,34.6652,135.5989,34.6629,3729047.635
135.3916,34.662,135.3888,34.6598,29492909
135.3943,34.6621,135.3915,34.6598,29452916.98
135.397,34.6621,135.3943,34.6598,29255148.99
135.3998,34.6621,135.397,34.6598,29012394.58
135.4025,34.6621,135.3997,34.6598,28546573.03
135.4052,34.6621,135.4024,34.6599,27493542.89
135.4079,34.6621,135.4052,34.6599,27359382.15
135.4107,34.6621,135.4079,34.6599,26968662.9
135.4134,34.6622,135.4106,34.6599,26497713.85
135.4161,34.6622,135.4134,34.6599,26044301.91
135.4189,34.6622,135.4161,34.6599,26167276.82
135.4216,34.6622,135.4188,34.6599,26493303.38
135.4243,34.6622,135.4215,34.66,26519419.5
135.427,34.6622,135.4243,34.66,26453292.15
135.4298,34.6622,135.427,34.66,26411197.97
135.4325,34.6622,135.4297,34.66,26369851.74
135.4352,34.6623,135.4325,34.66,26336966.4
135.438,34.6623,135.4352,34.66,26272256.37
135.4407,34.6623,135.4379,34.66,26236205.33
135.4434,34.6623,135.4406,34.66,26263081.59
135.4461,34.6623,135.4434,34.6601,26241550.96
135.4489,34.6623,135.4461,34.6601,26221472.96
135.4516,34.6623,135.4488,34.6601,26075331.92
135.4543,34.6623,135.4515,34.6601,26107631.51
135.4571,34.6624,135.4543,34.6601,26364018.96
135.4598,34.6624,135.457,34.6601,26528930.46
135.4625,34.6624,135.4597,34.6601,26628258.05
135.4652,34.6624,135.4625,34.6601,26738764.9
135.468,34.6624,135.4652,34.6602,26807013.61
135.4707,34.6624,135.4679,34.6602,26876709.31
135.4734,34.6624,135.4706,34.6602,27533618.64
135.4761,34.6624,135.4734,34.6602,27869735.42
135.4789,34.6625,135.4761,34.6602,25250175.62
135.4816,34.6625,135.4788,34.6602,9315400.697
135.4843,34.6625,135.4816,34.6602,6068905.192
135.4871,34.6625,135.4843,34.6602,5737410.086
135.4898,34.6625,135.487,34.6602,4162146.315
135.4925,34.6625,135.4897,34.6603,2460088.826
135.4952,34.6625,135.4925,34.6603,1060792.287
135.498,34.6625,135.4952,34.6603,374368.9326
135.5007,34.6625,135.4979,34.6603,162362.9972
135.5034,34.6626,135.5007,34.6603,104402.5877
135.5062,34.6626,135.5034,34.6603,76371.7607
135.5089,34.6626,135.5061,34.6603,66329.46482
135.5116,34.6626,135.5088,34.6603,73122.79622
135.5143,34.6626,135.5116,34.6603,222950.7593
135.5171,34.6626,135.5143,34.6604,880537.9501
135.5198,34.6626,135.517,34.6604,1033992.466
135.5225,34.6626,135.5198,34.6604,620667.8776
135.5253,34.6626,135.5225,34.6604,948244.2657
135.528,34.6627,135.5252,34.6604,1144484.711
135.5307,34.6627,135.5279,34.6604,945394.3402
135.5334,34.6627,135.5307,34.6604,988168.5819
135.5362,34.6627,135.5334,34.6604,499352.8417
135.5389,34.6627,135.5361,34.6604,369133.7228
135.5416,34.6627,135.5388,34.6605,456125.6154
135.5444,34.6627,135.5416,34.6605,424645.139
135.5471,34.6627,135.5443,34.6605,715384.8626
135.5498,34.6627,135.547,34.6605,2709308.341
135.5525,34.6627,135.5498,34.6605,5091383.499
135.5553,34.6628,135.5525,34.6605,7523590.854
135.558,34.6628,135.5552,34.6605,9917940.313
135.5607,34.6628,135.5579,34.6605,11463282.86
135.5634,34.6628,135.5607,34.6605,12515751.57
135.5662,34.6628,135.5634,34.6605,12989833.75
135.5689,34.6628,135.5661,34.6606,14479916.35
135.5716,34.6628,135.5689,34.6606,14794875.94
135.5744,34.6628,135.5716,34.6606,15327186.5
135.5771,34.6628,135.5743,34.6606,15676741.34
135.5798,34.6628,135.577,34.6606,15949201.72
135.5825,34.6629,135.5798,34.6606,16868116.03
135.5853,34.6629,135.5825,34.6606,18478936.02
135.588,34.6629,135.5852,34.6606,20078867.5
135.5907,34.6629,135.588,34.6606,20619166.97
135.5935,34.6629,135.5907,34.6606,21589078.17
135.5962,34.6629,135.5934,34.6606,23170843.8
135.5989,34.6629,135.5961,34.6607,3776571.606
135.6016,34.6629,135.5989,34.6607,4238082.175
135.3916,34.6598,135.3888,34.6575,29427902.43
135.3943,34.6598,135.3915,34.6576,29458829.03
135.397,34.6598,135.3943,34.6576,29385698.73
135.3998,34.6598,135.397,34.6576,29089671.23
135.4025,34.6598,135.3997,34.6576,28543380.44
135.4052,34.6599,135.4025,34.6576,27827993.97
135.408,34.6599,135.4052,34.6576,27475490.36
135.4107,34.6599,135.4079,34.6576,27244009.23
135.4134,34.6599,135.4106,34.6576,27077035.61
135.4161,34.6599,135.4134,34.6577,26948039.09
135.4189,34.6599,135.4161,34.6577,26922033.7
135.4216,34.6599,135.4188,34.6577,27091124.32
135.4243,34.66,135.4216,34.6577,27097726.86
135.4271,34.66,135.4243,34.6577,27041560.68
135.4298,34.66,135.427,34.6577,26925671.99
135.4325,34.66,135.4297,34.6577,26761930.3
135.4352,34.66,135.4325,34.6578,26641263.82
135.438,34.66,135.4352,34.6578,26516580.87
135.4407,34.66,135.4379,34.6578,26383999.51
135.4434,34.66,135.4407,34.6578,26337073.6
135.4462,34.6601,135.4434,34.6578,26282442.88
135.4489,34.6601,135.4461,34.6578,26303486.63
135.4516,34.6601,135.4488,34.6578,26312289.8
135.4543,34.6601,135.4516,34.6578,26416325.23
135.4571,34.6601,135.4543,34.6579,26743073.16
135.4598,34.6601,135.457,34.6579,27077062.21
135.4625,34.6601,135.4597,34.6579,27472378.51
135.4652,34.6601,135.4625,34.6579,27852715.2
135.468,34.6602,135.4652,34.6579,28066827.81
135.4707,34.6602,135.4679,34.6579,28425566.28
135.4734,34.6602,135.4707,34.6579,28809326.08
135.4762,34.6602,135.4734,34.6579,29325905.24
135.4789,34.6602,135.4761,34.6579,21516466.16
135.4816,34.6602,135.4788,34.658,11909746.89
135.4843,34.6602,135.4816,34.658,5648117.642
135.4871,34.6602,135.4843,34.658,4460304.388
135.4898,34.6602,135.487,34.658,3131734.172
135.4925,34.6603,135.4898,34.658,2500939.451
135.4953,34.6603,135.4925,34.658,1276648.835
135.498,34.6603,135.4952,34.658,621245.7444
135.5007,34.6603,135.4979,34.658,248662.3723
135.5034,34.6603,135.5007,34.658,94379.2067
135.5062,34.6603,135.5034,34.6581,123895.7323
135.5089,34.6603,135.5061,34.6581,12287.19374
135.5116,34.6603,135.5089,34.6581,3028.315739
135.5144,34.6603,135.5116,34.6581,194719.2475
135.5171,34.6604,135.5143,34.6581,909827.0368
135.5198,34.6604,135.517,34.6581,981533.147
135.5225,34.6604,135.5198,34.6581,813149.0482
135.5253,34.6604,135.5225,34.6581,1284007.908
135.528,34.6604,135.5252,34.6581,1334053.296
135.5307,34.6604,135.5279,34.6582,900602.233
135.5335,34.6604,135.5307,34.6582,958880.9818
135.5362,34.6604,135.5334,34.6582,511549.135
135.5389,34.6604,135.5361,34.6582,424313.2193
135.5416,34.6605,135.5389,34.6582,561343.6787
135.5444,34.6605,135.5416,34.6582,873681.9908
135.5471,34.6605,135.5443,34.6582,1771923.268
135.5498,34.6605,135.547,34.6582,4835443.439
135.5525,34.6605,135.5498,34.6582,7906280.786
135.5553,34.6605,135.5525,34.6582,8995910.713
135.558,34.6605,135.5552,34.6583,10813267.04
135.5607,34.6605,135.558,34.6583,12289202.05
135.5635,34.6605,135.5607,34.6583,13688865.08
135.5662,34.6605,135.5634,34.6583,14156724.98
135.5689,34.6606,135.5661,34.6583,15179696.51
135.5716,34.6606,135.5689,34.6583,15615850.58
135.5744,34.6606,135.5716,34.6583,16145996.5
135.5771,34.6606,135.5743,34.6583,16539907.04
135.5798,34.6606,135.5771,34.6583,16727540.67
135.5826,34.6606,135.5798,34.6583,17609699.19
135.5853,34.6606,135.5825,34.6584,19131007.36
135.588,34.6606,135.5852,34.6584,20952997.2
135.5907,34.6606,135.588,34.6584,21790844.9
135.5935,34.6606,135.5907,34.6584,22020385.76
135.5962,34.6606,135.5934,34.6584,23699511.92
135.5989,34.6607,135.5962,34.6584,3776571.606
135.6017,34.6607,135.5989,34.6584,4238082.175
135.3916,34.6575,135.3888,34.6553,29301107.16
135.3943,34.6576,135.3916,34.6553,29434940.77
135.3971,34.6576,135.3943,34.6553,29395619.29
135.3998,34.6576,135.397,34.6553,29150901.07
135.4025,34.6576,135.3997,34.6553,28760018.19
135.4052,34.6576,135.4025,34.6554,28239204.31
135.408,34.6576,135.4052,34.6554,27670544.22
135.4107,34.6576,135.4079,34.6554,27341738.23
135.4134,34.6576,135.4107,34.6554,27145175.05
135.4162,34.6577,135.4134,34.6554,27061452.03
135.4189,34.6577,135.4161,34.6554,27191382.01
135.4216,34.6577,135.4188,34.6554,27226457.04
135.4243,34.6577,135.4216,34.6554,27187059.5
135.4271,34.6577,135.4243,34.6555,27066126.38
135.4298,34.6577,135.427,34.6555,26952987.04
135.4325,34.6577,135.4298,34.6555,26762759.12
135.4353,34.6578,135.4325,34.6555,26664036
135.438,34.6578,135.4352,34.6555,26542991.64
135.4407,34.6578,135.4379,34.6555,26409937.1
135.4434,34.6578,135.4407,34.6555,26327688.15
135.4462,34.6578,135.4434,34.6555,26265658.19
135.4489,34.6578,135.4461,34.6556,26317661.3
135.4516,34.6578,135.4489,34.6556,26405030.91
135.4544,34.6578,135.4516,34.6556,26593124.87
135.4571,34.6579,135.4543,34.6556,26919051.93
135.4598,34.6579,135.457,34.6556,27492792.58
135.4625,34.6579,135.4598,34.6556,28183903.69
135.4653,34.6579,135.4625,34.6556,28795600.86
135.468,34.6579,135.4652,34.6556,29125484.7
135.4707,34.6579,135.4679,34.6557,29365225.36
135.4734,34.6579,135.4707,34.6557,30100289.98
135.4762,34.6579,135.4734,34.6557,30487820.8
135.4789,34.6579,135.4761,34.6557,24570502.48
135.4816,34.658,135.4789,34.6557,15135876.65
135.4844,34.658,135.4816,34.6557,5248324.84
135.4871,34.658,135.4843,34.6557,3682727.447
135.4898,34.658,135.487,34.6557,3434386.794
135.4925,34.658,135.4898,34.6558,2550692.174
135.4953,34.658,135.4925,34.6558,1491939.203
135.498,34.658,135.4952,34.6558,946677.8674
135.5007,34.658,135.498,34.6558,562231.1707
135.5035,34.658,135.5007,34.6558,341369.2135
135.5062,34.6581,135.5034,34.6558,224205.6393
135.5089,34.6581,135.5061,34.6558,130117.5803
135.5116,34.6581,135.5089,34.6558,-23276.2001
135.5144,34.6581,135.5116,34.6558,187511.8102
135.5171,34.6581,135.5143,34.6559,806800.3632
135.5198,34.6581,135.5171,34.6559,835068.8298
135.5226,34.6581,135.5198,34.6559,691862.2221
135.5253,34.6581,135.5225,34.6559,1039751.69
135.528,34.6581,135.5252,34.6559,1217870.007
135.5307,34.6582,135.528,34.6559,793043.0677
135.5335,34.6582,135.5307,34.6559,985493.6362
135.5362,34.6582,135.5334,34.6559,642455.4369
135.5389,34.6582,135.5361,34.6559,514808.2694
135.5416,34.6582,135.5389,34.6559,698375.1679
135.5444,34.6582,135.5416,34.656,2045762.257
135.5471,34.6582,135.5443,34.656,5457463.666
135.5498,34.6582,135.5471,34.656,7583419.602
135.5526,34.6582,135.5498,34.656,9223494.352
135.5553,34.6582,135.5525,34.656,10578548.1
135.558,34.6583,135.5552,34.656,12125975.02
135.5607,34.6583,135.558,34.656,13429104.4
135.5635,34.6583,135.5607,34.656,14568634.57
135.5662,34.6583,135.5634,34.656,15319647.53
135.5689,34.6583,135.5662,34.656,15818223.55
135.5717,34.6583,135.5689,34.6561,16254377.62
135.5744,34.6583,135.5716,34.6561,16784523.54
135.5771,34.6583,135.5743,34.6561,17178434.08
135.5798,34.6583,135.5771,34.6561,17378381.98
135.5826,34.6583,135.5798,34.6561,18332528.44
135.5853,34.6584,135.5825,34.6561,19854637.02
135.588,34.6584,135.5853,34.6561,21385413.34
135.5908,34.6584,135.588,34.6561,22223261.04
135.5935,34.6584,135.5907,34.6561,23022033.48
135.5962,34.6584,135.5934,34.6561,24219916.19
135.5989,34.6584,135.5962,34.6561,4248643.057
135.6017,34.6584,135.5989,34.6562,4767182.391
135.3916,34.6553,135.3889,34.653,29248644.69
135.3944,34.6553,135.3916,34.653,29373301.78
135.3971,34.6553,135.3943,34.6531,29394270.24
135.3998,34.6553,135.397,34.6531,29220166.55
135.4025,34.6553,135.3998,34.6531,29012562.94
135.4053,34.6554,135.4025,34.6531,28578559.01
135.408,34.6554,135.4052,34.6531,28001376.1
135.4107,34.6554,135.4079,34.6531,27600481.33
135.4134,34.6554,135.4107,34.6531,27289990.19
135.4162,34.6554,135.4134,34.6532,27066871.95
135.4189,34.6554,135.4161,34.6532,27041168.09
135.4216,34.6554,135.4189,34.6532,27074456.07
135.4244,34.6554,135.4216,34.6532,27071595.04
135.4271,34.6555,135.4243,34.6532,27021725.73
135.4298,34.6555,135.427,34.6532,26933066.12
135.4325,34.6555,135.4298,34.6532,26797579.38
135.4353,34.6555,135.4325,34.6532,26657334.97
135.438,34.6555,135.4352,34.6533,26524725.34
135.4407,34.6555,135.438,34.6533,26388338.54
135.4435,34.6555,135.4407,34.6533,26340067.49
135.4462,34.6555,135.4434,34.6533,26273000.3
135.4489,34.6556,135.4461,34.6533,26360902.75
135.4516,34.6556,135.4489,34.6533,26496559.32
135.4544,34.6556,135.4516,34.6533,26749405.22
135.4571,34.6556,135.4543,34.6533,27211719.8
135.4598,34.6556,135.457,34.6534,27733255
135.4626,34.6556,135.4598,34.6534,28522834.53
135.4653,34.6556,135.4625,34.6534,28916282.21
135.468,34.6556,135.4652,34.6534,29325485.43
135.4707,34.6557,135.468,34.6534,29616159.14
135.4735,34.6557,135.4707,34.6534,30415478.18
135.4762,34.6557,135.4734,34.6534,30937951.17
135.4789,34.6557,135.4761,34.6534,27607103.04
135.4816,34.6557,135.4789,34.6535,21989705.49
135.4844,34.6557,135.4816,34.6535,9773629.314
135.4871,34.6557,135.4843,34.6535,3596606.463
135.4898,34.6557,135.4871,34.6535,2400871.093
135.4926,34.6558,135.4898,34.6535,2003779.954
135.4953,34.6558,135.4925,34.6535,1384688.176
135.498,34.6558,135.4952,34.6535,911749.2282
135.5007,34.6558,135.498,34.6535,530936.3123
135.5035,34.6558,135.5007,34.6535,307549.1217
135.5062,34.6558,135.5034,34.6536,253651.6658
135.5089,34.6558,135.5062,34.6536,61552.98084
135.5117,34.6558,135.5089,34.6536,-80259.29702
135.5144,34.6558,135.5116,34.6536,41758.48784
135.5171,34.6558,135.5143,34.6536,708481.5985
135.5198,34.6559,135.5171,34.6536,725476.7012
135.5226,34.6559,135.5198,34.6536,545000.3524
135.5253,34.6559,135.5225,34.6536,860553.5029
135.528,34.6559,135.5252,34.6536,917117.6277
135.5307,34.6559,135.528,34.6536,964671.733
