右上経度,右上緯度,左下経度,左下緯度,メッシュあたり導入P_MJ/y
135.547,34.6717,135.5443,34.6695,9764.152985
135.5498,34.6718,135.547,34.6695,153852.8624
135.5525,34.6718,135.5497,34.6695,387878.1566
135.5552,34.6718,135.5524,34.6695,695323.7791
135.5579,34.6718,135.5552,34.6695,809907.7685
135.5607,34.6718,135.5579,34.6695,2323445.485
135.5634,34.6718,135.5606,34.6695,4065040.782
135.5661,34.6718,135.5634,34.6696,3927601.647
135.4024,34.6689,135.3997,34.6666,1766424.57
135.4052,34.6689,135.4024,34.6666,8742235.509
135.4079,34.6689,135.4051,34.6666,5134616.269
135.4106,34.6689,135.4079,34.6666,2624890.903
135.4161,34.6689,135.4133,34.6667,368016.1879
135.4215,34.669,135.4188,34.6667,1496423.129
135.4243,34.669,135.4215,34.6667,10595461.71
135.427,34.669,135.4242,34.6667,22033787.42
135.4297,34.669,135.4269,34.6667,23401477.98
135.4325,34.669,135.4297,34.6668,15269075.7
135.4352,34.669,135.4324,34.6668,16015835.11
135.4379,34.669,135.4351,34.6668,23320898.44
135.4406,34.669,135.4379,34.6668,25044178.57
135.4434,34.6691,135.4406,34.6668,23826412.61
135.4461,34.6691,135.4433,34.6668,13135423.65
135.4488,34.6691,135.446,34.6668,1716563.534
135.4543,34.6691,135.4515,34.6669,2150425.161
135.457,34.6691,135.4542,34.6669,3793232.49
135.4597,34.6691,135.457,34.6669,13123654.76
135.4625,34.6691,135.4597,34.6669,16203041.28
135.4652,34.6692,135.4624,34.6669,13510620.52
135.4679,34.6692,135.4651,34.6669,17950009.05
135.4706,34.6692,135.4679,34.6669,13966545.96
135.4734,34.6692,135.4706,34.6669,13723173.03
135.4761,34.6692,135.4733,34.6669,16088136.2
135.4788,34.6692,135.4761,34.667,14866729.74
135.4816,34.6692,135.4788,34.667,8176362.17
135.4843,34.6692,135.4815,34.667,3017525.243
135.487,34.6692,135.4842,34.667,4171440.966
135.4897,34.6693,135.487,34.667,2810630.058
135.4925,34.6693,135.4897,34.667,3635187.364
135.4952,34.6693,135.4924,34.667,3031479.436
135.4979,34.6693,135.4952,34.667,1966563.447
135.5007,34.6693,135.4979,34.6671,977764.6289
135.5034,34.6693,135.5006,34.6671,566657.8966
135.5061,34.6693,135.5033,34.6671,599731.4668
135.5088,34.6693,135.5061,34.6671,426203.4155
135.5116,34.6693,135.5088,34.6671,181751.6591
135.5143,34.6694,135.5115,34.6671,161297.4363
135.517,34.6694,135.5143,34.6671,233174.49
135.5198,34.6694,135.517,34.6671,364239.4172
135.5225,34.6694,135.5197,34.6671,461533.8434
135.5252,34.6694,135.5224,34.6672,599367.7152
135.5279,34.6694,135.5252,34.6672,797017.0187
135.5307,34.6694,135.5279,34.6672,834715.14
135.5334,34.6694,135.5306,34.6672,510249.7908
135.5361,34.6694,135.5334,34.6672,588736.6183
135.5389,34.6695,135.5361,34.6672,465921.9757
135.5416,34.6695,135.5388,34.6672,-45041.11886
135.5443,34.6695,135.5415,34.6672,-207320.3198
135.547,34.6695,135.5443,34.6672,-150696.0335
135.5498,34.6695,135.547,34.6672,-9232.21023
135.5525,34.6695,135.5497,34.6673,533955.9227
135.5552,34.6695,135.5525,34.6673,1036790.266
135.558,34.6695,135.5552,34.6673,1840550.843
135.5607,34.6695,135.5579,34.6673,3377314.48
135.5634,34.6695,135.5606,34.6673,5030766.079
135.5661,34.6696,135.5634,34.6673,3281631.429
135.3997,34.6666,135.397,34.6643,7293484.313
135.4025,34.6666,135.3997,34.6644,18336959.89
135.4052,34.6666,135.4024,34.6644,24976987.55
135.4079,34.6666,135.4051,34.6644,6839795.457
135.4106,34.6666,135.4079,34.6644,21492243.33
135.4134,34.6667,135.4106,34.6644,9026515.58
135.4216,34.6667,135.4188,34.6644,12864522.11
135.4243,34.6667,135.4215,34.6645,19527741.05
135.427,34.6667,135.4242,34.6645,19647752.91
135.4297,34.6667,135.427,34.6645,13943726.85
135.4325,34.6668,135.4297,34.6645,23829040.46
135.4352,34.6668,135.4324,34.6645,25346358.29
135.4379,34.6668,135.4351,34.6645,21259913.12
135.4407,34.6668,135.4379,34.6645,21195482.54
135.4434,34.6668,135.4406,34.6646,19153545.9
135.4461,34.6668,135.4433,34.6646,7159942.772
135.4516,34.6668,135.4488,34.6646,972974.0868
135.4543,34.6669,135.4515,34.6646,9288941.384
135.457,34.6669,135.4542,34.6646,13811961.43
135.4597,34.6669,135.457,34.6646,16916669.11
135.4625,34.6669,135.4597,34.6646,17480553.85
135.4652,34.6669,135.4624,34.6646,14876220.43
135.4679,34.6669,135.4652,34.6647,9644420.2
135.4707,34.6669,135.4679,34.6647,15104776.37
135.4734,34.6669,135.4706,34.6647,19435805.06
135.4761,34.6669,135.4733,34.6647,15438260.5
135.4788,34.667,135.4761,34.6647,19562104.88
135.4816,34.667,135.4788,34.6647,9111271.396
135.4843,34.667,135.4815,34.6647,1867739.445
135.487,34.667,135.4843,34.6647,2610469.954
135.4898,34.667,135.487,34.6648,1938965.303
135.4925,34.667,135.4897,34.6648,2066563.103
135.4952,34.667,135.4924,34.6648,1443025.975
135.4979,34.667,135.4952,34.6648,1133304.166
135.5007,34.6671,135.4979,34.6648,500108.1659
135.5034,34.6671,135.5006,34.6648,328153.4943
135.5061,34.6671,135.5034,34.6648,265945.4451
135.5089,34.6671,135.5061,34.6648,165625.2481
135.5116,34.6671,135.5088,34.6648,36969.9444
135.5143,34.6671,135.5115,34.6649,-24880.51719
135.517,34.6671,135.5143,34.6649,90256.23266
135.5198,34.6671,135.517,34.6649,399203.0836
135.5225,34.6671,135.5197,34.6649,350937.9304
135.5252,34.6672,135.5225,34.6649,495873.5039
135.528,34.6672,135.5252,34.6649,843073.9338
135.5307,34.6672,135.5279,34.6649,585918.4129
135.5334,34.6672,135.5306,34.6649,502680.9396
135.5361,34.6672,135.5334,34.6649,680901.2539
135.5389,34.6672,135.5361,34.6649,526551.8562
135.5416,34.6672,135.5388,34.665,161265.252
135.5443,34.6672,135.5416,34.665,-11166.61296
135.5471,34.6672,135.5443,34.665,-171484.2526
135.5498,34.6672,135.547,34.665,-102858.6074
135.5525,34.6673,135.5497,34.665,1191855.626
135.5552,34.6673,135.5525,34.665,2297136.407
135.558,34.6673,135.5552,34.665,4339644.712
135.5607,34.6673,135.5579,34.665,4908961.001
135.5634,34.6673,135.5607,34.665,6997132.722
135.5662,34.6673,135.5634,34.665,3534940.951
135.3943,34.6643,135.3915,34.6621,5496753.295
135.3997,34.6643,135.397,34.6621,18033434.89
135.4025,34.6644,135.3997,34.6621,17772221.89
135.4052,34.6644,135.4024,34.6621,5113723.304
135.4079,34.6644,135.4052,34.6621,13329796.8
135.4107,34.6644,135.4079,34.6621,15055301.54
135.4134,34.6644,135.4106,34.6622,4530149.281
135.4161,34.6644,135.4133,34.6622,24459.51054
135.4216,34.6644,135.4188,34.6622,11712888.32
135.4243,34.6645,135.4215,34.6622,12461807.33
135.427,34.6645,135.4243,34.6622,15116320.73
135.4298,34.6645,135.427,34.6622,15840496.57
135.4325,34.6645,135.4297,34.6622,22854264.25
135.4352,34.6645,135.4324,34.6623,25822675.52
135.4379,34.6645,135.4352,34.6623,25843036.61
135.4407,34.6645,135.4379,34.6623,20194418.75
135.4434,34.6646,135.4406,34.6623,11153363
135.4461,34.6646,135.4433,34.6623,681201.8143
135.4489,34.6646,135.4461,34.6623,20805.52366
135.4516,34.6646,135.4488,34.6623,14686462.31
135.4543,34.6646,135.4515,34.6623,13434038.68
135.457,34.6646,135.4543,34.6624,14713527.06
135.4598,34.6646,135.457,34.6624,13731209.52
135.4625,34.6646,135.4597,34.6624,9798009.945
135.4652,34.6646,135.4624,34.6624,16741435.54
135.4679,34.6647,135.4652,34.6624,10205229.67
135.4707,34.6647,135.4679,34.6624,18096379.56
135.4734,34.6647,135.4706,34.6624,17035796.42
135.4761,34.6647,135.4734,34.6624,12472445.7
135.4789,34.6647,135.4761,34.6625,9971262.138
135.4816,34.6647,135.4788,34.6625,3228153.606
135.4843,34.6647,135.4815,34.6625,1615411.08
135.487,34.6647,135.4843,34.6625,3170411.442
135.4898,34.6648,135.487,34.6625,2779221.427
135.4925,34.6648,135.4897,34.6625,2637076.417
135.4952,34.6648,135.4925,34.6625,1320202.186
135.498,34.6648,135.4952,34.6625,690835.4133
135.5007,34.6648,135.4979,34.6625,211607.605
135.5034,34.6648,135.5006,34.6626,77629.32822
135.5061,34.6648,135.5034,34.6626,68751.74615
135.5089,34.6648,135.5061,34.6626,-12893.15699
135.5116,34.6648,135.5088,34.6626,-44005.42611
135.5143,34.6649,135.5116,34.6626,2191.594905
135.5171,34.6649,135.5143,34.6626,161934.6461
135.5198,34.6649,135.517,34.6626,281301.6598
135.5225,34.6649,135.5197,34.6626,265854.4377
135.5252,34.6649,135.5225,34.6626,771836.9587
135.528,34.6649,135.5252,34.6627,606571.5151
135.5307,34.6649,135.5279,34.6627,564145.6966
135.5334,34.6649,135.5307,34.6627,622098.0378
135.5362,34.6649,135.5334,34.6627,557866.29
135.5389,34.6649,135.5361,34.6627,278082.2857
135.5416,34.665,135.5388,34.6627,270295.9906
135.5443,34.665,135.5416,34.6627,220937.5284
135.5471,34.665,135.5443,34.6627,19737.99565
135.5498,34.665,135.547,34.6627,186883.8446
135.5525,34.665,135.5498,34.6627,1684458.133
135.5553,34.665,135.5525,34.6628,3570734.284
135.558,34.665,135.5552,34.6628,5757015.191
135.5607,34.665,135.5579,34.6628,5100464.741
135.5634,34.665,135.5607,34.6628,99826.76112
135.5662,34.665,135.5634,34.6628,155104.3952
135.3943,34.6621,135.3915,34.6598,16477611.12
135.397,34.6621,135.3943,34.6598,15870801.31
135.3998,34.6621,135.397,34.6598,24419616.47
135.4025,34.6621,135.3997,34.6598,12150334.97
135.4052,34.6621,135.4024,34.6599,255140.078
135.4079,34.6621,135.4052,34.6599,21672570.41
135.4107,34.6621,135.4079,34.6599,21917971.72
135.4134,34.6622,135.4106,34.6599,16542204.79
135.4216,34.6622,135.4188,34.6599,6661052.31
135.4243,34.6622,135.4215,34.66,5928469.268
135.427,34.6622,135.4243,34.66,2398996.159
135.4298,34.6622,135.427,34.66,17410261.71
135.4325,34.6622,135.4297,34.66,19663049.13
135.4352,34.6623,135.4325,34.66,26287663.6
135.438,34.6623,135.4352,34.66,25960352.14
135.4407,34.6623,135.4379,34.66,14827443.92
135.4434,34.6623,135.4406,34.66,1737145.269
135.4489,34.6623,135.4461,34.6601,8598545.413
135.4516,34.6623,135.4488,34.6601,17573104.89
135.4543,34.6623,135.4515,34.6601,13656588.75
135.4571,34.6624,135.4543,34.6601,13284934.61
135.4598,34.6624,135.457,34.6601,18782482.77
135.4625,34.6624,135.4597,34.6601,14273598.42
135.4652,34.6624,135.4625,34.6601,16713653.25
135.468,34.6624,135.4652,34.6602,14935581.25
135.4707,34.6624,135.4679,34.6602,20228486.5
135.4734,34.6624,135.4706,34.6602,12676037.49
135.4761,34.6624,135.4734,34.6602,18766365.04
135.4789,34.6625,135.4761,34.6602,18981264.02
135.4816,34.6625,135.4788,34.6602,5940542.809
135.4843,34.6625,135.4816,34.6602,3799425.958
135.4871,34.6625,135.4843,34.6602,2207755.401
135.4898,34.6625,135.487,34.6602,1389424.332
135.4925,34.6625,135.4897,34.6603,1338642.574
135.4952,34.6625,135.4925,34.6603,589495.0034
135.498,34.6625,135.4952,34.6603,262519.4753
135.5007,34.6625,135.4979,34.6603,87987.75543
135.5034,34.6626,135.5007,34.6603,47642.65926
135.5062,34.6626,135.5034,34.6603,58714.60963
135.5089,34.6626,135.5061,34.6603,46961.26109
135.5116,34.6626,135.5088,34.6603,51459.7291
135.5143,34.6626,135.5116,34.6603,136281.773
135.5171,34.6626,135.5143,34.6604,534507.6686
135.5198,34.6626,135.517,34.6604,588531.968
135.5225,34.6626,135.5198,34.6604,381666.0566
135.5253,34.6626,135.5225,34.6604,734699.657
135.528,34.6627,135.5252,34.6604,897111.2074
135.5307,34.6627,135.5279,34.6604,758281.8924
135.5334,34.6627,135.5307,34.6604,680745.3834
135.5362,34.6627,135.5334,34.6604,349906.5232
135.5389,34.6627,135.5361,34.6604,258671.1945
135.5416,34.6627,135.5388,34.6605,329986.8132
135.5444,34.6627,135.5416,34.6605,263667.2626
135.5471,34.6627,135.5443,34.6605,372709.7903
135.5498,34.6627,135.547,34.6605,1778303.297
135.5525,34.6627,135.5498,34.6605,3413752.27
135.5553,34.6628,135.5525,34.6605,4723490.904
135.558,34.6628,135.5552,34.6605,6738486.679
135.5607,34.6628,135.5579,34.6605,4520385.109
135.3943,34.6598,135.3915,34.6576,6726982.526
135.397,34.6598,135.3943,34.6576,15048298.78
135.3998,34.6598,135.397,34.6576,20066753.37
135.4025,34.6598,135.3997,34.6576,6762726.04
135.4052,34.6599,135.4025,34.6576,6809621.436
135.408,34.6599,135.4052,34.6576,17609811.08
135.4107,34.6599,135.4079,34.6576,18756955.48
135.4134,34.6599,135.4106,34.6576,5392879.029
135.4216,34.6599,135.4188,34.6577,3991714.621
135.4243,34.66,135.4216,34.6577,6183918.051
135.4271,34.66,135.4243,34.6577,17723687.87
135.4298,34.66,135.427,34.6577,17436634.37
135.4325,34.66,135.4297,34.6577,14029246.15
135.4352,34.66,135.4325,34.6578,13473233.07
135.438,34.66,135.4352,34.6578,4788682.373
135.4462,34.6601,135.4434,34.6578,2531104.379
135.4489,34.6601,135.4461,34.6578,12780127.65
135.4516,34.6601,135.4488,34.6578,8499922.097
135.4543,34.6601,135.4516,34.6578,13304952.03
135.4571,34.6601,135.4543,34.6579,14895677.8
135.4598,34.6601,135.457,34.6579,14343044.78
135.4625,34.6601,135.4597,34.6579,19582750.96
135.4652,34.6601,135.4625,34.6579,18142590.22
135.468,34.6602,135.4652,34.6579,20646407.61
135.4707,34.6602,135.4679,34.6579,10036726.35
135.4734,34.6602,135.4707,34.6579,17520679.75
135.4762,34.6602,135.4734,34.6579,21594658.19
135.4789,34.6602,135.4761,34.6579,13507176.8
135.4816,34.6602,135.4788,34.658,7302294.57
135.4843,34.6602,135.4816,34.658,3367724.033
135.4871,34.6602,135.4843,34.658,1240250.079
135.4898,34.6602,135.487,34.658,1608408.563
135.4925,34.6603,135.4898,34.658,1432738.193
135.4953,34.6603,135.4925,34.658,598166.1516
135.498,34.6603,135.4952,34.658,196820.5918
135.5007,34.6603,135.4979,34.658,132224.7245
135.5034,34.6603,135.5007,34.658,59202.18878
135.5062,34.6603,135.5034,34.6581,86237.37665
135.5089,34.6603,135.5061,34.6581,7365.828606
135.5116,34.6603,135.5089,34.6581,2141.721797
135.5144,34.6603,135.5116,34.6581,127511.5098
135.5171,34.6604,135.5143,34.6581,656502.0753
135.5198,34.6604,135.517,34.6581,526949.8114
135.5225,34.6604,135.5198,34.6581,479953.0942
135.5253,34.6604,135.5225,34.6581,903838.8468
135.528,34.6604,135.5252,34.6581,917551.1846
135.5307,34.6604,135.5279,34.6582,620896.7939
135.5335,34.6604,135.5307,34.6582,600550.9944
135.5362,34.6604,135.5334,34.6582,351724.8157
135.5389,34.6604,135.5361,34.6582,296693.381
135.5416,34.6605,135.5389,34.6582,420235.3501
135.5444,34.6605,135.5416,34.6582,544758.1949
135.5471,34.6605,135.5443,34.6582,1003305.48
135.5498,34.6605,135.547,34.6582,2990315.59
135.5525,34.6605,135.5498,34.6582,5610296.846
135.5553,34.6605,135.5525,34.6582,5773071.725
135.558,34.6605,135.5552,34.6583,8098185.447
135.5607,34.6605,135.558,34.6583,8030846.069
135.5635,34.6605,135.5607,34.6583,7618455.726
135.5662,34.6605,135.5634,34.6583,1434246.121
135.4052,34.6576,135.4025,34.6554,1039654.546
135.408,34.6576,135.4052,34.6554,2328310.273
135.4107,34.6576,135.4079,34.6554,4919325.542
135.4134,34.6576,135.4107,34.6554,11298907.66
135.4189,34.6577,135.4161,34.6554,238849.0996
135.4216,34.6577,135.4188,34.6554,17458039.88
135.4243,34.6577,135.4216,34.6554,15932486.85
135.4271,34.6577,135.4243,34.6555,23462650.58
135.4298,34.6577,135.427,34.6555,23498692.22
135.4325,34.6577,135.4298,34.6555,15884661
135.4353,34.6578,135.4325,34.6555,3484669.537
135.4434,34.6578,135.4407,34.6555,8376417.26
135.4462,34.6578,135.4434,34.6555,14847871.51
135.4489,34.6578,135.4461,34.6556,9312662.358
135.4516,34.6578,135.4489,34.6556,4738541.227
135.4544,34.6578,135.4516,34.6556,13930542.53
135.4571,34.6579,135.4543,34.6556,14871376.4
135.4598,34.6579,135.457,34.6556,19670323.3
135.4625,34.6579,135.4598,34.6556,22823550.68
135.4653,34.6579,135.4625,34.6556,18021438.84
135.468,34.6579,135.4652,34.6556,13172175.21
135.4707,34.6579,135.4679,34.6557,16494799.47
135.4734,34.6579,135.4707,34.6557,22895002.96
135.4762,34.6579,135.4734,34.6557,21677572.3
135.4789,34.6579,135.4761,34.6557,13495692.47
135.4816,34.658,135.4789,34.6557,8962134.196
135.4844,34.658,135.4816,34.6557,3627558.156
135.4871,34.658,135.4843,34.6557,1914664.731
135.4898,34.658,135.487,34.6557,1789068.244
135.4925,34.658,135.4898,34.6558,988933.9641
135.4953,34.658,135.4925,34.6558,735108.2841
135.498,34.658,135.4952,34.6558,391970.0776
135.5007,34.658,135.498,34.6558,288258.1701
135.5035,34.658,135.5007,34.6558,181100.4642
135.5062,34.6581,135.5034,34.6558,117562.6754
135.5089,34.6581,135.5061,34.6558,75857.50839
135.5116,34.6581,135.5089,34.6558,-12841.01407
135.5144,34.6581,135.5116,34.6558,108951.8622
135.5171,34.6581,135.5143,34.6559,632505.6671
135.5198,34.6581,135.5171,34.6559,527108.8065
135.5226,34.6581,135.5198,34.6559,457016.5094
135.5253,34.6581,135.5225,34.6559,832866.0576
135.528,34.6581,135.5252,34.6559,945885.5345
135.5307,34.6582,135.528,34.6559,613840.7118
135.5335,34.6582,135.5307,34.6559,513434.3005
135.5362,34.6582,135.5334,34.6559,543846.2368
135.5389,34.6582,135.5361,34.6559,387514.7175
135.5416,34.6582,135.5389,34.6559,519769.909
135.5444,34.6582,135.5416,34.656,1402247.282
135.5471,34.6582,135.5443,34.656,3571451.543
135.5498,34.6582,135.5471,34.656,5301356.308
135.5526,34.6582,135.5498,34.656,6381182.332
135.5553,34.6582,135.5525,34.656,7132988.041
135.558,34.6583,135.5552,34.656,9101271.809
135.5607,34.6583,135.558,34.656,8550149.621
135.5635,34.6583,135.5607,34.656,11532764.22
135.5662,34.6583,135.5634,34.656,2970295.821
135.4189,34.6554,135.4161,34.6532,4037570.89
135.4216,34.6554,135.4189,34.6532,10309952.87
135.4244,34.6554,135.4216,34.6532,13497680.71
135.4271,34.6555,135.4243,34.6532,16514381.72
135.4298,34.6555,135.427,34.6532,8572040.821
135.4325,34.6555,135.4298,34.6532,323714.7589
135.4353,34.6555,135.4325,34.6532,3456496.681
135.438,34.6555,135.4352,34.6533,4221463.087
135.4407,34.6555,135.438,34.6533,484278.7889
135.4435,34.6555,135.4407,34.6533,11083057.52
135.4462,34.6555,135.4434,34.6533,13841457.29
135.4489,34.6556,135.4461,34.6533,12291772.62
135.4516,34.6556,135.4489,34.6533,14598544.32
135.4544,34.6556,135.4516,34.6533,19656746.92
135.4571,34.6556,135.4543,34.6533,15774525.12
135.4598,34.6556,135.457,34.6534,16108361.97
135.4626,34.6556,135.4598,34.6534,16464292.82
135.4653,34.6556,135.4625,34.6534,22610682.05
135.468,34.6556,135.4652,34.6534,9660987.919
135.4707,34.6557,135.468,34.6534,21809339.59
135.4735,34.6557,135.4707,34.6534,8707586.417
135.4762,34.6557,135.4734,34.6534,18379123.02
135.4789,34.6557,135.4761,34.6534,14763836.99
135.4816,34.6557,135.4789,34.6535,16300528.89
135.4844,34.6557,135.4816,34.6535,6643096.75
135.4871,34.6557,135.4843,34.6535,2061920.099
135.4898,34.6557,135.4871,34.6535,1274958.585
135.4926,34.6558,135.4898,34.6535,1038310.681
135.4953,34.6558,135.4925,34.6535,499617.649
135.498,34.6558,135.4952,34.6535,498632.0059
135.5007,34.6558,135.498,34.6535,321135.7666
135.5035,34.6558,135.5007,34.6535,225165.3233
135.5062,34.6558,135.5034,34.6536,144179.6653
135.5089,34.6558,135.5062,34.6536,38089.96939
135.5117,34.6558,135.5089,34.6536,-44462.3664
135.5144,34.6558,135.5116,34.6536,25988.47843
135.5171,34.6558,135.5143,34.6536,438034.3349
135.5198,34.6559,135.5171,34.6536,520636.9037
135.5226,34.6559,135.5198,34.6536,359490.9524
135.5253,34.6559,135.5225,34.6536,674880.4791
135.528,34.6559,135.5252,34.6536,507114.6895
135.5307,34.6559,135.528,34.6536,576811.9574
135.5335,34.6559,135.5307,34.6537,806045.8163
135.5362,34.6559,135.5334,34.6537,517725.4166
135.5389,34.6559,135.5362,34.6537,398673.1195
135.5417,34.6559,135.5389,34.6537,744017.1711
135.5444,34.656,135.5416,34.6537,1833808.039
135.5471,34.656,135.5443,34.6537,4833236.679
135.5498,34.656,135.5471,34.6537,6661533.821
135.5526,34.656,135.5498,34.6537,7204010.022
135.5553,34.656,135.5525,34.6537,8798286.386
135.558,34.656,135.5553,34.6538,9958348.363
135.5608,34.656,135.558,34.6538,9710268.453
135.5635,34.656,135.5607,34.6538,11854398.35
135.5662,34.656,135.5634,34.6538,8155250.097
135.5689,34.656,135.5662,34.6538,1442195.64
135.4189,34.6532,135.4161,34.6509,8727537.139
135.4216,34.6532,135.4189,34.6509,5791538.389
135.4244,34.6532,135.4216,34.6509,11228866.04
135.4326,34.6532,135.4298,34.651,8777585.693
135.4353,34.6532,135.4325,34.651,15803522.08
135.438,34.6533,135.4352,34.651,18546542.26
135.4407,34.6533,135.438,34.651,9449081.974
135.4435,34.6533,135.4407,34.651,4839435.011
135.4462,34.6533,135.4434,34.651,15316219.49
135.4489,34.6533,135.4462,34.6511,16392230.84
135.4517,34.6533,135.4489,34.6511,17723052.1
135.4544,34.6533,135.4516,34.6511,20685647.43
135.4571,34.6533,135.4543,34.6511,11801675.27
135.4598,34.6534,135.4571,34.6511,24282895.47
135.4626,34.6534,135.4598,34.6511,24431943.72
135.4653,34.6534,135.4625,34.6511,7642763.853
135.468,34.6534,135.4652,34.6511,18544323.14
135.4707,34.6534,135.468,34.6512,15058789.63
135.4735,34.6534,135.4707,34.6512,16447223.51
135.4762,34.6534,135.4734,34.6512,18592880.16
135.4789,34.6534,135.4762,34.6512,13182494.67
135.4817,34.6535,135.4789,34.6512,14453315.85
135.4844,34.6535,135.4816,34.6512,7109879.746
135.4871,34.6535,135.4843,34.6512,2228623.629
135.4898,34.6535,135.4871,34.6512,1215591.963
135.4926,34.6535,135.4898,34.6512,799055.6327
135.4953,34.6535,135.4925,34.6513,623175.1433
135.498,34.6535,135.4953,34.6513,720618.6698
135.5008,34.6535,135.498,34.6513,486448.9022
135.5035,34.6535,135.5007,34.6513,437439.8317
135.5062,34.6536,135.5034,34.6513,234075.1662
135.5089,34.6536,135.5062,34.6513,14996.42449
135.5117,34.6536,135.5089,34.6513,-66985.48885
135.5144,34.6536,135.5116,34.6513,-35874.00862
135.5171,34.6536,135.5143,34.6513,331177.5095
135.5198,34.6536,135.5171,34.6514,484493.6404
135.5226,34.6536,135.5198,34.6514,612563.1368
135.5253,34.6536,135.5225,34.6514,749827.6388
135.528,34.6536,135.5253,34.6514,733974.2443
135.5308,34.6536,135.528,34.6514,586797.5413
135.5335,34.6537,135.5307,34.6514,1006410.397
135.5362,34.6537,135.5334,34.6514,349658.9365
135.5389,34.6537,135.5362,34.6514,522655.7102
135.5417,34.6537,135.5389,34.6514,1256858.001
135.5444,34.6537,135.5416,34.6514,2340754.931
135.5471,34.6537,135.5444,34.6515,6654150.207
135.5499,34.6537,135.5471,34.6515,7044757.355
135.5526,34.6537,135.5498,34.6515,7898085.244
135.5553,34.6537,135.5525,34.6515,9594564.495
135.558,34.6538,135.5553,34.6515,10714720.41
135.5608,34.6538,135.558,34.6515,10107904.11
135.5635,34.6538,135.5607,34.6515,6735277.215
135.5662,34.6538,135.5635,34.6515,5319231.503
135.569,34.6538,135.5662,34.6515,307292.2098
135.3971,34.6508,135.3943,34.6486,260240.1112
135.3998,34.6508,135.3971,34.6486,2244200.85
135.4189,34.6509,135.4162,34.6487,12568145.58
135.4217,34.6509,135.4189,34.6487,683304.823
135.4244,34.6509,135.4216,34.6487,1721570.009
135.4326,34.651,135.4298,34.6487,8597117.255
135.4353,34.651,135.4325,34.6487,13683885.93
135.438,34.651,135.4353,34.6488,14908178.46
135.4408,34.651,135.438,34.6488,15348614.83
135.4435,34.651,135.4407,34.6488,12890878.66
135.4462,34.651,135.4434,34.6488,6752970.361
135.4489,34.6511,135.4462,34.6488,12764474.57
135.4517,34.6511,135.4489,34.6488,14218465.36
135.4544,34.6511,135.4516,34.6488,8554475.903
135.4571,34.6511,135.4544,34.6488,18431187.77
135.4599,34.6511,135.4571,34.6488,28341352.06
135.4626,34.6511,135.4598,34.6489,17565617.35
135.4653,34.6511,135.4625,34.6489,382905.5483
135.468,34.6511,135.4653,34.6489,14811713.86
135.4708,34.6512,135.468,34.6489,17855505.22
135.4735,34.6512,135.4707,34.6489,21844044.12
135.4762,34.6512,135.4734,34.6489,18633865.4
135.4789,34.6512,135.4762,34.6489,22044426.93
135.4817,34.6512,135.4789,34.6489,19302909.9
135.4844,34.6512,135.4816,34.649,10034851.57
135.4871,34.6512,135.4844,34.649,2513311.431
135.4899,34.6512,135.4871,34.649,909841.8626
135.4926,34.6512,135.4898,34.649,753861.5821
135.4953,34.6513,135.4925,34.649,1302733.615
135.498,34.6513,135.4953,34.649,948829.332
135.5008,34.6513,135.498,34.649,734445.0011
135.5035,34.6513,135.5007,34.649,900825.8157
135.5062,34.6513,135.5035,34.649,439828.1978
135.509,34.6513,135.5062,34.6491,58134.97924
135.5117,34.6513,135.5089,34.6491,-82229.98875
135.5144,34.6513,135.5116,34.6491,-37824.52975
135.5171,34.6513,135.5144,34.6491,202154.2736
135.5199,34.6514,135.5171,34.6491,622727.9281
135.5226,34.6514,135.5198,34.6491,676814.3632
135.5253,34.6514,135.5225,34.6491,676321.8186
135.528,34.6514,135.5253,34.6491,687811.1414
135.5308,34.6514,135.528,34.6491,597598.1034
135.5335,34.6514,135.5307,34.6492,438438.048
135.5362,34.6514,135.5335,34.6492,223980.7963
135.539,34.6514,135.5362,34.6492,485388.1462
135.5417,34.6514,135.5389,34.6492,1100525.708
135.5444,34.6514,135.5416,34.6492,2358504.986
135.5471,34.6515,135.5444,34.6492,6148663.56
135.5499,34.6515,135.5471,34.6492,8067796.541
135.5526,34.6515,135.5498,34.6492,7988296.756
135.5553,34.6515,135.5526,34.6492,8504625.099
135.5581,34.6515,135.5553,34.6492,9147341.465
135.5608,34.6515,135.558,34.6493,9968862.847
135.5635,34.6515,135.5607,34.6493,6022863.8
135.5662,34.6515,135.5635,34.6493,747935.9843
135.419,34.6487,135.4162,34.6464,59600.71363
135.4299,34.6487,135.4271,34.6465,5810661.505
135.4326,34.6487,135.4298,34.6465,4077373.702
135.4353,34.6487,135.4325,34.6465,14477560.95
135.438,34.6487,135.4353,34.6465,19111475.95
135.4408,34.6488,135.438,34.6465,11657333.21
135.4435,34.6488,135.4407,34.6465,13322331.2
135.4462,34.6488,135.4435,34.6465,17454275.21
135.449,34.6488,135.4462,34.6465,10586364.66
135.4517,34.6488,135.4489,34.6466,5863813.041
135.4544,34.6488,135.4516,34.6466,15713439.16
135.4571,34.6488,135.4544,34.6466,25434092.77
135.4599,34.6488,135.4571,34.6466,26717854.05
135.4626,34.6489,135.4598,34.6466,1299087.55
135.4653,34.6489,135.4625,34.6466,7951892.098
135.468,34.6489,135.4653,34.6466,16283121.86
135.4708,34.6489,135.468,34.6466,18056967.27
